Moroccan Arabic,/dˤhur/
Moroccan Arabic,/qub.bij.ja/
Moroccan Arabic,/mwas.sax/
Moroccan Arabic,/maw.dˤaʕ/
Moroccan Arabic,/waʒ.hij.ja/
Moroccan Arabic,/wal.la/
Moroccan Arabic,/kuː.kab/
Moroccan Arabic,/bʕiːd/
Moroccan Arabic,/haduːk/
Moroccan Arabic,/ʕuːd/
Moroccan Arabic,/sxuːn/
Moroccan Arabic,/bajt lɪ.xziːn/
Moroccan Arabic,/xaː.mij.ja/
Moroccan Arabic,/naħ.ħa/
Moroccan Arabic,/muː.ta/
Moroccan Arabic,/ʔaʃ.mɪn/
Moroccan Arabic,/ʒban/
Moroccan Arabic,/taq.qal/
Moroccan Arabic,/mɣar.fa/
Moroccan Arabic,/zak.ruːm/
Moroccan Arabic,/lʕaː.qa/
Moroccan Arabic,/kul.la maw.tˤaʕ/
Moroccan Arabic,/ʕaː.wan/
Moroccan Arabic,/ʔiʒ.ʒaːsˤ/
Moroccan Arabic,/ħas.si mas.si/
Moroccan Arabic,/daː.fi/
Moroccan Arabic,/raː.ʒil/
Moroccan Arabic,/maħ.luːl/
Moroccan Arabic,/kaː.jin/
Moroccan Arabic,/bnaːn/
Moroccan Arabic,/san.suːl/
Moroccan Arabic,/mˤoːl/
Moroccan Arabic,/qbal/
Moroccan Arabic,/qaf.faz/
Moroccan Arabic,/qaːʕ/
Moroccan Arabic,/stah.lak/
Moroccan Arabic,/kuːr.da/
Moroccan Arabic,/ʒaːj/
Moroccan Arabic,/(ɪ)t.tar.ma/
Moroccan Arabic,/diːb/
Moroccan Arabic,/ħubː/
Moroccan Arabic,/daːz/
Moroccan Arabic,/bɪl.maq.luːb/
Moroccan Arabic,/daj.ma/
Moroccan Arabic,/suq.tu/
Moroccan Arabic,/far.qaʕ/
Moroccan Arabic,/ɣlaːtˤ/
Moroccan Arabic,/ʃtaː/
Moroccan Arabic,/tˤaj.r‿ɪl.lajl/
Moroccan Arabic,/kar.muːs han.di/
Moroccan Arabic,/xbaz/
Moroccan Arabic,/xul.sˤa/
Moroccan Arabic,/sar.sar/
Moroccan Arabic,/masˤ.sˤaː.sˤa/
Moroccan Arabic,/ʕaʃr ʔaː.laːf/
Moroccan Arabic,/sxiː/
Moroccan Arabic,/muɣ.ruf/
Moroccan Arabic,/fwaːd/
Moroccan Arabic,/ʕij.jaːn/
Moroccan Arabic,/bjadˤ/
Moroccan Arabic,/tlaː.tiːn/
Moroccan Arabic,/nðˤaː.ðˤar/
Moroccan Arabic,/waːʕir/
Moroccan Arabic,/muːs/
Moroccan Arabic,/haːd/
Moroccan Arabic,/ʃah.rajn/
Moroccan Arabic,/saq.sˤa/
Moroccan Arabic,/zaj.zuːn/
Moroccan Arabic,/ldiːdiːn/
Moroccan Arabic,/rij.ja/
Moroccan Arabic,/bra/
Moroccan Arabic,/suq.ti/
Moroccan Arabic,/raː.jiħ/
Moroccan Arabic,/kumː/
Moroccan Arabic,/sfar.ʒal/
Moroccan Arabic,/waː.ta/
Moroccan Arabic,/rqaːq/
Moroccan Arabic,/bjuː.dˤij.ja/
Moroccan Arabic,/ʃad.daːn/
Moroccan Arabic,/taː.qa/
Moroccan Arabic,/ru.ʒuː.la/
Moroccan Arabic,/tqan/
Moroccan Arabic,/ʃmaːl/
Moroccan Arabic,/saːq/
Moroccan Arabic,/ʃaːri/
Moroccan Arabic,/saq.sˤiː.na/
Moroccan Arabic,/buw.wa/
