Romanian,/ˌskor.tsi.ˈʃo̯a.rə/
Romanian,[adorˈmim]
Romanian,/ɡusˈta.re/
Romanian,[ˈape]
Romanian,/ta.ˈrot/
Romanian,/ˈpɨj.ne/
Romanian,/aˈlu.rə/
Romanian,[e.ʒa.kuˈlezʲ]
Romanian,[tenˈtan.tə]
Romanian,/kasˈta.nə/
Romanian,/po.meˈne̯a.lə/
Romanian,/abəˈtuserəm/
Romanian,/ˈɡimpe/
Romanian,/ˌpre.oˈt͡seʃtʲ/
Romanian,[kompenˈsaj]
Romanian,[lubrifiˈez]
Romanian,/ˌstrɨŋ.ɡəˈtor/
Romanian,/me.troˈlo.ɡə/
Romanian,[konˈtese]
Romanian,[krat͡ʃʲ]
Romanian,/ba.ɡa.te.liˈza/
Romanian,/ˈprje.ten/
Romanian,[ɨntɨlˈnisem]
Romanian,/doˈrit/
Romanian,/mus.təˈt͡ʃʲos/
Romanian,/konˈti.nu.a/
Romanian,[ɡəˈsiʃʲ]
Romanian,/strəneˈpot/
Romanian,/panˈdo.ra/
Romanian,[spoveˈdise]
Romanian,/ˈno.wə.ʃpe̯a/
Romanian,[kosˈtes.ku]
Romanian,/t͡ʃu.fuˈli/
Romanian,[iˈta.te]
Romanian,[koˈre.ja]
Romanian,/des.pər.t͡siˈtor/
Romanian,/im.puˈdo̯a.re/
Romanian,/drepˈta.te/
Romanian,[ˈkarto]
Romanian,[eksklaˈmam]
Romanian,/beʒ/
Romanian,[kriˈspam]
Romanian,[inˈtern]
Romanian,[spoveˈde̯am]
Romanian,/ˌʃap.te.ze ʃi ˈt͡ʃin.t͡ʃi.le̯a/
Romanian,/ˈd͡ʒe̯a.kə/
Romanian,/de.liˈt͡ʃos/
Romanian,[af.ri.ka.de.sud]
Romanian,[ɨmbunətəˈtse̯aj]
Romanian,/domˈnesk/
Romanian,[bioˈmaso]
Romanian,[sodomiˈzam]
Romanian,/slu.t͡siˈor/
Romanian,/inʃʲ/
Romanian,/baˈto̯a.ne/
Romanian,/ne.u.tra.li.ˈzat/
Romanian,/po.li.t͡si.eˈnesk/
Romanian,[inspiˈraj]
Romanian,/ˌi.re.verˈsi.bil/
Romanian,/ˈpaj.ʃpe/
Romanian,[rəˈpiserət͡sʲ]
Romanian,[inoˈvaj]
Romanian,[zəpuˈʃjaj]
Romanian,[pi.loˈtəm]
Romanian,/ˈor.din/
Romanian,[diskuˈtam]
Romanian,/puˈpa/
Romanian,/an.tro.poˈlo.ɡə/
Romanian,/ləˈmɨ.je ˈver.de/
Romanian,[lanˈsaj]
Romanian,/ka ˈpu.la de/
Romanian,/aberaˈtivə/
Romanian,/sul.taˈnat/
Romanian,[ta.tuˈa.ʒe.le]
Romanian,[ˈba.li.ɡə]
Romanian,/tort/
Romanian,[ˈvul.pe]
Romanian,[kəliˈnesku]
Romanian,[akt͡ʃeleˈrezʲ]
Romanian,/ˌʃap.te.zet͡ʃʲ ʃi ˈpa.tra/
Romanian,/te.meˈnit/
Romanian,/er.pe.toˈlo.ɡə/
Romanian,/ˈbor.tə/
Romanian,[desiˈɡnam]
Romanian,[por.no.ɡraˈfiː]
Romanian,[ɨntəˈrit͡silor]
Romanian,/per.soˈnal/
Romanian,/strɨmb/
Romanian,[fəˈt͡ʃe̯am]
Romanian,[domiˈnase]
Romanian,/aberaˈtivej/
Romanian,[ˈli.mi.ta]
Romanian,[pleˈkam]
Romanian,/set/
Romanian,[tuteˈlaj]
Romanian,[ˈvale]
Romanian,[sot͡s]
Romanian,/obˈst͡ʃen/
Romanian,/bi.bli.oˈte.kə/
Romanian,/dis.tiˈla/
Romanian,/aˈkri.lik/
Romanian,/bi.biˈli.kə/
Romanian,[foˈkare]
Romanian,[vamˈpirə]
Romanian,/abandoˈne̯azə/
Romanian,[kaˈnikule]
Romanian,[valˈsam]
Romanian,[surˈprinse]
Romanian,[poˈde̯a]
Romanian,/o.meˈni/
Romanian,[kompaˈrat]
Romanian,/ma.te.ri.aˈlist/
Romanian,[inˈsulte]
Romanian,[ɡəˈsirə]
Romanian,/səˈpa/
Romanian,/kon.sekˈvent/
Romanian,/kon.troˈlɨnd/
Romanian,/a.baˈd͡ʒiw/
Romanian,/piˈrop/
Romanian,/beŋˈɡal/
Romanian,[səlˈba.tit͡ʃʲ]
Romanian,/stroˈpi/
Romanian,/ɨn.fjer.bəˈza/
Romanian,/dezvolˈta/
Romanian,/breˈban/
Romanian,[mis.te.riˈo̯a.se]
Romanian,/ˈsa.le/
Romanian,[ˈklinit͡ʃʲ]
Romanian,/ˈpar.te/
Romanian,[reˈja]
Romanian,[ˌne.pro.teˈʒat]
Romanian,/ˌbu.nə ˌdi.miˈne̯a.t͡sa/
