Hausa,/bìr.ɡéː.dí.jàː/
Hausa,[wə́.hàː]
Hausa,/táː.ɡàː/
Hausa,/ʔàl.bí.ʃìr/
Hausa,[kə́.nòː]
Hausa,/wú.kʼáː/
Hausa,[zə́.máː]
Hausa,/dì.sám.bàː/
Hausa,[jɛ̀l.wə́]
Hausa,[zéi.bàː]
Hausa,[lìː.tɪ̀.nɪ̂ŋ]
Hausa,[há.kʷʼóː.ɽíː]
Hausa,/lúː.làː/
Hausa,/ʔé.dí.tà/
Hausa,/má.kʼáː.ɽíː/
Hausa,/ʃá.tàː/
Hausa,/káp/
Hausa,[mʊ̀.hár.ràŋ]
Hausa,[ɽɪ̀m.ɸáː]
Hausa,/fí.ráː.mà.rèː/
Hausa,/táu.nàː/
Hausa,/ɡún.dàː/
Hausa,/ɗí.ɡòː/
Hausa,[kéi.dìː]
Hausa,/báː.bà/
Hausa,[ʔál.ɡə̀.ʃíː]
Hausa,/ʔàl.lúː.ràː/
Hausa,[sàl.káː]
Hausa,/ká.táː.ɡùm/
Hausa,[háː.nɪ́.ʔàŋ]
Hausa,[ʔʊ̀.báː]
Hausa,[zɪ́.mʊ̀r.rɪ́.dɪ̀]
Hausa,[ʃə́.tàː]
Hausa,/t͡ʃ/
Hausa,/dìf.lòː.mà.síj.jàː/
Hausa,/(d)ʒár.rà.bâː.wáː/
Hausa,/júː.nì/
Hausa,/mús.tà.fáː/
Hausa,[sʼɪ́n.sʼúː]
Hausa,[ʔá.kə́.wàl]
Hausa,[ʔàl.ɸə́.hà.ríː]
Hausa,[ʔàl.kə́.də̀.ríː]
Hausa,[háː.ɸɪ́.zɪ̀]
Hausa,[ɽóː.móː]
Hausa,/láː.lòː/
Hausa,/táː.náː/
Hausa,[hà.máː.dàː]
Hausa,[ʔàn.nə́.bìː]
Hausa,[ɡʷéi.bàː]
Hausa,[zɪ̀.ɟɪ̀.dɪ́r]
Hausa,[múː.zíː]
Hausa,[ʔá.sə́.bə̀.ríː]
Hausa,[bàː.dɪ̀ŋ]
Hausa,[bʊ̀.ɡʷʊ̀.zɪ̀n.zɪ̀m]
Hausa,[ʔà.bàɽ.báː]
Hausa,/mà.háː.wá.ràː/
Hausa,[ʔɪ́l.làː]
Hausa,/dáb.bàː/
Hausa,/dóː.ɡón.jáː.ɽò/
Hausa,/zúː.t͡ʃì.jáː/
Hausa,[há.sàː]
Hausa,[kʼáː.mʊ̀s]
Hausa,/má.ɽá.báː/
Hausa,[mə́.ʃáː.wár.táː]
Hausa,[nóː.tɪ̀s]
Hausa,[d͡ʒáː.mɪ̀.ʔíː]
Hausa,[sóː.mìː]
Hausa,/sàː.mán.(d)ʒà/
Hausa,[ʔɪ́ŋ ʃáː ʔàl.láː.hʊ̀]
Hausa,/ká.fáː/
Hausa,[wə́.tə́]
Hausa,[kə̀.sɪ́]
Hausa,/kôs/
Hausa,/wàn.dóː/
Hausa,[ʔàl.há.d͡ʒɪ́]
Hausa,/hán.núː/
Hausa,[kʷʊ̀.mál.lóː]
Hausa,[há.rə̀.ɸíː]
Hausa,[kə́.dáː]
Hausa,/ná.ʔál.làːh/
Hausa,/ɗán.làː.mîː/
Hausa,/jàn.zú/
